PRODUCT,SALESYEAR,LIFECYCLE,STATE,RELEASE_YEAR,DISEASE_RESISTANCE,INSECT_RESISTANCE,PROTECTION,DROUGHT_TOLERANCE,BRITTLE_STALK,PLANT_HEIGHT,RELATIVE_MATURITY,UNITS
P264,2022,EXPANSION,NewYork,2008,0,0,0,3,3,4,2,1.7
P266,2022,ESTABLISHED,NewYork,2013,0,0,1,4,3,3,2,1
P271,2022,PHASEOUT,NewYork,2019,0,0,1,2,2,2,2,2
P272,2022,INTRODUCTION,NewYork,2020,0,0,1,3,4,2,2,1.2
P274,2022,PHASEOUT,NewYork,2018,0,0,1,2,5,1,2,1.3
P281,2022,PHASEOUT,NewYork,2013,0,0,1,3,3,1,2,2.5
P282,2022,PHASEOUT,NewYork,2017,0,0,1,3,3,1,2,0.5
P284,2022,INTRODUCTION,NewYork,2020,0,0,1,3,5,2,2,2.4
P285,2022,INTRODUCTION,NewYork,2020,0,0,1,3,5,2,2,5.4
P288,2022,ESTABLISHED,NewYork,2019,0,0,1,2,1,3,2,4.9
P290,2022,ESTABLISHED,NewYork,2019,0,0,1,2,4,3,2,2.8
P293,2022,ESTABLISHED,NewYork,2017,0,0,1,3,2,3,2,2
P295,2022,INTRODUCTION,NewYork,2020,0,0,1,3,3,2,3,4.3
P296,2022,INTRODUCTION,NewYork,2020,0,0,1,3,3,2,3,6.7
P297,2022,ESTABLISHED,NewYork,2017,0,0,1,3,5,3,3,6.9
P299,2022,EXPANSION,NewYork,2019,0,0,1,2,4,3,3,6.6
P305,2022,PHASEOUT,NewYork,2016,0,0,1,3,2,2,3,3.1
P306,2022,PHASEOUT,NewYork,2017,0,0,1,3,2,2,3,5.6
P307,2022,PHASEOUT,NewYork,2017,0,0,0,3,2,2,3,2
P318,2022,ESTABLISHED,NewYork,2013,0,0,1,2,4,3,3,4.8
P320,2022,INTRODUCTION,NewYork,2020,0,0,1,2,3,3,3,2.5
P329,2022,EXPANSION,NewYork,2018,0,0,1,3,4,1,3,3
P330,2022,PHASEOUT,NewYork,2018,0,0,1,3,4,1,3,0
P332,2022,INTRODUCTION,NewYork,2020,0,0,0,3,4,1,3,0.5
P333,2022,EXPANSION,NewYork,2018,0,0,1,3,4,1,3,0.9
P336,2022,ESTABLISHED,NewYork,2016,0,0,1,5,3,1,3,5.9
P337,2022,PHASEOUT,NewYork,2016,0,0,1,5,3,1,3,4.7
P338,2022,PHASEOUT,NewYork,2017,0,0,0,5,3,1,3,0.2
P1,2023,EXPANSION,NewYork,2006,0,0,0,1,4,5,4,0.5
P6,2023,ESTABLISHED,NewYork,2018,0,0,1,2,3,2,3,3.6
P7,2023,INTRODUCTION,NewYork,2020,0,0,1,5,1,3,3,14.4
P8,2023,INTRODUCTION,NewYork,2020,0,0,1,5,1,3,3,11.4
P10,2023,INTRODUCTION,NewYork,2020,0,0,0,4,4,2,3,2.5
P11,2023,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,3
P12,2023,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,1.7
P14,2023,ESTABLISHED,NewYork,2013,0,0,1,5,3,1,3,1.7
P15,2023,PHASEOUT,NewYork,2015,0,0,1,5,3,1,3,1
P20,2023,ESTABLISHED,NewYork,2014,0,0,1,3,3,3,3,9.6
P22,2023,ESTABLISHED,NewYork,2016,0,0,1,5,2,1,3,1.9
P23,2023,EXPANSION,NewYork,2016,0,0,1,5,2,1,3,1
P29,2023,INTRODUCTION,NewYork,2020,0,0,1,4,4,2,3,0
P31,2023,EXPANSION,NewYork,2016,0,0,1,4,3,4,3,0.4
P37,2023,INTRODUCTION,NewYork,2020,0,0,1,5,4,4,3,3.3
P39,2023,EXPANSION,NewYork,2013,0,0,1,5,4,3,3,0.2
P47,2023,PHASEOUT,NewYork,2016,0,0,1,5,2,1,3,0
P59,2023,INTRODUCTION,NewYork,2020,0,0,0,4,2,2,4,0.5
P63,2023,INTRODUCTION,NewYork,2020,0,0,1,2,4,3,4,2.7
P65,2023,ESTABLISHED,NewYork,2016,0,0,1,1,1,5,4,0.7
P70,2023,EXPANSION,NewYork,2018,0,0,1,2,2,3,4,2.2
P72,2023,INTRODUCTION,NewYork,2020,0,0,1,3,4,4,4,2.5
P74,2023,EXPANSION,NewYork,2014,0,0,1,4,1,1,4,3
P77,2023,INTRODUCTION,NewYork,2020,0,0,1,2,4,3,4,0
P82,2023,INTRODUCTION,NewYork,2020,0,0,1,3,4,3,4,0.1
P85,2023,ESTABLISHED,NewYork,2019,0,0,1,2,5,4,4,2
P87,2023,INTRODUCTION,NewYork,2020,0,0,1,2,4,3,4,0.1
P93,2023,INTRODUCTION,NewYork,2020,0,0,1,5,3,3,4,0
P102,2023,PHASEOUT,NewYork,2018,0,0,1,3,4,4,4,0
P105,2023,EXPANSION,NewYork,2018,0,0,1,5,4,3,4,0.1
P106,2023,EXPANSION,NewYork,2018,0,0,1,5,4,3,4,0.8
P115,2023,INTRODUCTION,NewYork,2020,0,0,1,2,2,2,4,0
P127,2023,PHASEOUT,NewYork,2013,0,0,1,2,3,3,4,0
P129,2023,PHASEOUT,NewYork,2014,0,0,0,2,3,3,4,0.1
P130,2023,PHASEOUT,NewYork,2013,0,1,1,2,3,3,4,0
P143,2023,INTRODUCTION,NewYork,2020,0,0,1,2,3,3,4,0
P156,2023,PHASEOUT,NewYork,2016,0,0,1,2,5,2,4,0.3
P169,2023,ESTABLISHED,NewYork,2019,0,0,1,4,4,4,4,1.7
P201,2023,EXPANSION,NewYork,2019,0,0,1,3,4,3,4,0.3
P223,2023,ESTABLISHED,NewYork,2017,0,1,1,3,3,4,5,0.2
P229,2023,PHASEOUT,NewYork,2018,0,1,1,3,3,4,5,0
P231,2023,EXPANSION,NewYork,2019,0,1,1,3,5,3,5,0
P238,2023,EXPANSION,NewYork,2018,0,0,1,3,3,1,1,0.2
P246,2023,PHASEOUT,NewYork,2016,0,0,1,3,4,1,1,0.1
P248,2023,INTRODUCTION,NewYork,2020,0,0,1,1,3,3,1,0.2
P251,2023,INTRODUCTION,NewYork,2020,0,0,1,2,3,2,1,0
P258,2023,INTRODUCTION,NewYork,2020,0,0,1,2,4,4,2,0.3
P262,2023,ESTABLISHED,NewYork,2019,0,0,1,3,2,2,2,1.6
P264,2023,EXPANSION,NewYork,2008,0,0,0,3,3,4,2,1.5
P266,2023,ESTABLISHED,NewYork,2013,0,0,1,4,3,3,2,1.3
P271,2023,PHASEOUT,NewYork,2019,0,0,1,2,2,2,2,0.4
P272,2023,INTRODUCTION,NewYork,2020,0,0,1,3,4,2,2,2.1
P274,2023,PHASEOUT,NewYork,2018,0,0,1,2,5,1,2,0.7
P281,2023,PHASEOUT,NewYork,2013,0,0,1,3,3,1,2,2
P284,2023,INTRODUCTION,NewYork,2020,0,0,1,3,5,2,2,5.3
P285,2023,INTRODUCTION,NewYork,2020,0,0,1,3,5,2,2,6.6
P288,2023,ESTABLISHED,NewYork,2019,0,0,1,2,1,3,2,3.4
P293,2023,ESTABLISHED,NewYork,2017,0,0,1,3,2,3,2,1.6
P295,2023,INTRODUCTION,NewYork,2020,0,0,1,3,3,2,3,7.9
P296,2023,INTRODUCTION,NewYork,2020,0,0,1,3,3,2,3,8.8
P297,2023,ESTABLISHED,NewYork,2017,0,0,1,3,5,3,3,6.6
P299,2023,EXPANSION,NewYork,2019,0,0,1,2,4,3,3,2.6
P305,2023,PHASEOUT,NewYork,2016,0,0,1,3,2,2,3,3.4
P306,2023,PHASEOUT,NewYork,2017,0,0,1,3,2,2,3,1.5
P318,2023,ESTABLISHED,NewYork,2013,0,0,1,2,4,3,3,7.3
P320,2023,INTRODUCTION,NewYork,2020,0,0,1,2,3,3,3,9.2
P329,2023,EXPANSION,NewYork,2018,0,0,1,3,4,1,3,0.2
P333,2023,EXPANSION,NewYork,2018,0,0,1,3,4,1,3,0.5
P336,2023,ESTABLISHED,NewYork,2016,0,0,1,5,3,1,3,3.4
P337,2023,PHASEOUT,NewYork,2016,0,0,1,5,3,1,3,0.8
P6,2024,ESTABLISHED,NewYork,2018,0,0,1,2,3,2,3,2.6
P7,2024,ESTABLISHED,NewYork,2020,0,0,1,5,1,3,3,13.6
P8,2024,ESTABLISHED,NewYork,2020,0,0,1,5,1,3,3,10.5
P10,2024,PHASEOUT,NewYork,2020,0,0,0,4,4,2,3,1.2
P11,2024,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,2.4
P12,2024,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,1.9
P13,2024,PHASEOUT,NewYork,2013,0,0,0,5,3,1,3,0.1
P14,2024,ESTABLISHED,NewYork,2013,0,0,1,5,3,1,3,1.5
P15,2024,EXPANSION,NewYork,2015,0,0,1,5,3,1,3,1.4
P20,2024,ESTABLISHED,NewYork,2014,0,0,1,3,3,3,3,8.7
P21,2024,EXPANSION,NewYork,2021,0,0,1,,4,2,3,1.7
P22,2024,PHASEOUT,NewYork,2016,0,0,1,5,2,1,3,0.8
P23,2024,EXPANSION,NewYork,2016,0,0,1,5,2,1,3,0.4
P36,2024,INTRODUCTION,NewYork,2022,0,0,1,3,3,3,3,1
P37,2024,EXPANSION,NewYork,2020,0,0,1,5,4,4,3,3.2
P38,2024,INTRODUCTION,NewYork,2022,0,0,1,3,3,3,3,1.4
P39,2024,ESTABLISHED,NewYork,2013,0,0,1,5,4,3,3,0.3
P43,2024,EXPANSION,NewYork,2021,0,0,1,2,4,3,3,0
P59,2024,ESTABLISHED,NewYork,2020,0,0,0,4,2,2,4,0.5
P63,2024,ESTABLISHED,NewYork,2020,0,0,1,2,4,3,4,2.9
P65,2024,ESTABLISHED,NewYork,2016,0,0,1,1,1,5,4,0.7
P69,2024,INTRODUCTION,NewYork,2022,0,0,1,4,4,3,4,1
P71,2024,INTRODUCTION,NewYork,2022,0,0,1,,5,4,4,3.4
P72,2024,ESTABLISHED,NewYork,2020,0,0,1,3,4,4,4,1.5
P74,2024,ESTABLISHED,NewYork,2014,0,0,1,4,1,1,4,0.5
P76,2024,EXPANSION,NewYork,2021,0,0,1,3,5,3,4,1.4
P82,2024,EXPANSION,NewYork,2020,0,0,1,3,4,3,4,0.1
P85,2024,EXPANSION,NewYork,2019,0,0,1,2,5,4,4,2.5
P103,2024,INTRODUCTION,NewYork,2022,0,0,1,2,5,3,4,0
P106,2024,ESTABLISHED,NewYork,2018,0,0,1,5,4,3,4,0.9
P115,2024,ESTABLISHED,NewYork,2020,0,0,1,2,2,2,4,0.1
P126,2024,ESTABLISHED,NewYork,2015,0,0,0,2,3,3,4,0.1
P127,2024,PHASEOUT,NewYork,2013,0,0,1,2,3,3,4,0
P129,2024,EXPANSION,NewYork,2014,0,0,0,2,3,3,4,0
P140,2024,EXPANSION,NewYork,2021,0,0,1,,5,2,4,1.3
P151,2024,INTRODUCTION,NewYork,2022,0,0,1,5,4,3,4,0.3
P156,2024,PHASEOUT,NewYork,2016,0,0,1,2,5,2,4,0.1
P169,2024,ESTABLISHED,NewYork,2019,0,0,1,4,4,4,4,1.7
P170,2024,EXPANSION,NewYork,2021,0,0,1,2,5,3,4,0.1
P175,2024,INTRODUCTION,NewYork,2022,0,0,1,,5,4,4,0
P184,2024,INTRODUCTION,NewYork,2022,0,0,1,2,3,2,4,0
P201,2024,ESTABLISHED,NewYork,2019,0,0,1,3,4,3,4,0.5
P205,2024,ESTABLISHED,NewYork,2020,0,1,1,2,2,2,4,0
P209,2024,ESTABLISHED,NewYork,2020,0,0,1,1,4,4,4,0
P223,2024,ESTABLISHED,NewYork,2017,0,1,1,3,3,4,5,0.4
P237,2024,INTRODUCTION,NewYork,2022,0,0,1,3,3,2,1,0.2
P268,2024,INTRODUCTION,NewYork,2022,0,0,1,2,4,3,2,1.4
P272,2024,ESTABLISHED,NewYork,2020,0,0,1,3,4,2,2,2.2
P276,2024,INTRODUCTION,NewYork,2022,0,0,1,3,3,2,2,2.2
P277,2024,INTRODUCTION,NewYork,2022,0,0,1,3,3,2,2,4.5
P280,2024,ESTABLISHED,NewYork,2014,0,0,0,3,3,1,2,1
P281,2024,ESTABLISHED,NewYork,2013,0,0,1,3,3,1,2,2.5
P284,2024,ESTABLISHED,NewYork,2020,0,0,1,3,5,2,2,3.7
P285,2024,ESTABLISHED,NewYork,2020,0,0,1,3,5,2,2,6.4
P288,2024,ESTABLISHED,NewYork,2019,0,0,1,2,1,3,2,3.4
P290,2024,EXPANSION,NewYork,2019,0,0,1,2,4,3,2,0.1
P293,2024,ESTABLISHED,NewYork,2017,0,0,1,3,2,3,2,0.9
P294,2024,EXPANSION,NewYork,2021,0,1,1,3,5,3,3,1
P295,2024,ESTABLISHED,NewYork,2020,0,0,1,3,3,2,3,6.4
P296,2024,ESTABLISHED,NewYork,2020,0,0,1,3,3,2,3,12.2
P297,2024,PHASEOUT,NewYork,2017,0,0,1,3,5,3,3,4
P298,2024,INTRODUCTION,NewYork,2022,0,0,1,,3,2,3,2.9
P299,2024,PHASEOUT,NewYork,2019,0,0,1,2,4,3,3,0.5
P304,2024,PHASEOUT,NewYork,2016,0,0,0,3,2,2,3,0
P305,2024,ESTABLISHED,NewYork,2016,0,0,1,3,2,2,3,3.4
P306,2024,PHASEOUT,NewYork,2017,0,0,1,3,2,2,3,0.9
P310,2024,EXPANSION,NewYork,2021,0,1,1,4,4,1,3,4.5
P311,2024,ESTABLISHED,NewYork,2021,0,0,1,4,4,1,3,2.1
P315,2024,INTRODUCTION,NewYork,2022,0,0,1,5,4,2,3,0
P318,2024,ESTABLISHED,NewYork,2013,0,0,1,2,4,3,3,6.9
P320,2024,EXPANSION,NewYork,2020,0,0,1,2,3,3,3,13.2
P324,2024,EXPANSION,NewYork,2021,0,0,1,5,3,3,3,8.7
P331,2024,ESTABLISHED,NewYork,2021,0,0,1,,4,2,3,4.9
P333,2024,PHASEOUT,NewYork,2018,0,0,1,3,4,1,3,0.2
P334,2024,EXPANSION,NewYork,2021,0,0,1,3,4,3,3,0.4
P336,2024,ESTABLISHED,NewYork,2016,0,0,1,5,3,1,3,1.3
P337,2024,EXPANSION,NewYork,2016,0,0,1,5,3,1,3,0.5
P6,2025,ESTABLISHED,NewYork,2018,0,0,1,2,3,2,3,3
P7,2025,ESTABLISHED,NewYork,2020,0,0,1,5,1,3,3,9.6
P8,2025,ESTABLISHED,NewYork,2020,0,0,1,5,1,3,3,11.3
P11,2025,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,1.3
P12,2025,ESTABLISHED,NewYork,2018,0,0,1,4,4,2,3,1.1
P14,2025,EXPANSION,NewYork,2013,0,0,1,5,3,1,3,0.8
P15,2025,ESTABLISHED,NewYork,2015,0,0,1,5,3,1,3,2
P20,2025,ESTABLISHED,NewYork,2014,0,0,1,3,3,3,3,7.7
P21,2025,ESTABLISHED,NewYork,2021,0,0,1,,4,2,3,3.1
P36,2025,ESTABLISHED,NewYork,2022,0,0,1,3,3,3,3,1.1
P37,2025,ESTABLISHED,NewYork,2020,0,0,1,5,4,4,3,2.5
P38,2025,ESTABLISHED,NewYork,2022,0,0,1,3,3,3,3,1.6
P39,2025,ESTABLISHED,NewYork,2013,0,0,1,5,4,3,3,0.2
P46,2025,PHASEOUT,NewYork,2022,1,0,1,4,4,2,3,0
P55,2025,INTRODUCTION,NewYork,2023,1,0,1,2,5,3,4,0.2
P63,2025,EXPANSION,NewYork,2020,0,0,1,2,4,3,4,4
P65,2025,ESTABLISHED,NewYork,2016,0,0,1,1,1,5,4,0.4
P71,2025,ESTABLISHED,NewYork,2022,0,0,1,,5,4,4,3.2
P72,2025,ESTABLISHED,NewYork,2020,0,0,1,3,4,4,4,0.8
P74,2025,ESTABLISHED,NewYork,2014,0,0,1,4,1,1,4,0.3
P76,2025,EXPANSION,NewYork,2021,0,0,1,3,5,3,4,1.7
P82,2025,EXPANSION,NewYork,2020,0,0,1,3,4,3,4,0
P83,2025,INTRODUCTION,NewYork,2023,1,0,1,4,5,2,4,0.1
P85,2025,ESTABLISHED,NewYork,2019,0,0,1,2,5,4,4,1.5
P103,2025,EXPANSION,NewYork,2022,0,0,1,2,5,3,4,0.1
P106,2025,ESTABLISHED,NewYork,2018,0,0,1,5,4,3,4,0.5
P115,2025,ESTABLISHED,NewYork,2020,0,0,1,2,2,2,4,0.1
P127,2025,PHASEOUT,NewYork,2013,0,0,1,2,3,3,4,0
P140,2025,EXPANSION,NewYork,2021,0,0,1,,5,2,4,1.3
P151,2025,EXPANSION,NewYork,2022,0,0,1,5,4,3,4,0.7
P156,2025,PHASEOUT,NewYork,2016,0,0,1,2,5,2,4,0.2
P164,2025,INTRODUCTION,NewYork,2023,1,0,1,3,4,3,4,0.1
P169,2025,ESTABLISHED,NewYork,2019,0,0,1,4,4,4,4,1
P201,2025,PHASEOUT,NewYork,2019,0,0,1,3,4,3,4,0.2
P209,2025,PHASEOUT,NewYork,2020,0,0,1,1,4,4,4,0
P223,2025,EXPANSION,NewYork,2017,0,1,1,3,3,4,5,0.4
P250,2025,INTRODUCTION,NewYork,2023,1,0,1,2,4,2,1,0
P272,2025,PHASEOUT,NewYork,2020,0,0,1,3,4,2,2,2.1
P276,2025,ESTABLISHED,NewYork,2022,0,0,1,3,3,2,2,1.4
P277,2025,EXPANSION,NewYork,2022,0,0,1,3,3,2,2,6
P278,2025,INTRODUCTION,NewYork,2023,1,0,1,2,3,2,2,1.9
P279,2025,INTRODUCTION,NewYork,2023,1,0,1,2,3,2,2,0.3
P281,2025,ESTABLISHED,NewYork,2013,0,0,1,3,3,1,2,2.4
P284,2025,PHASEOUT,NewYork,2020,0,0,1,3,5,2,2,3.3
P285,2025,PHASEOUT,NewYork,2020,0,0,1,3,5,2,2,4.5
P288,2025,ESTABLISHED,NewYork,2019,0,0,1,2,1,3,2,2.4
P289,2025,INTRODUCTION,NewYork,2023,1,0,1,5,4,3,2,1.3
P293,2025,ESTABLISHED,NewYork,2017,0,0,1,3,2,3,2,0.9
P294,2025,PHASEOUT,NewYork,2021,0,1,1,3,5,3,3,0.3
P295,2025,EXPANSION,NewYork,2020,0,0,1,3,3,2,3,12.8
P296,2025,ESTABLISHED,NewYork,2020,0,0,1,3,3,2,3,9.7
P297,2025,PHASEOUT,NewYork,2017,0,0,1,3,5,3,3,3.6
P298,2025,ESTABLISHED,NewYork,2022,0,0,1,,3,2,3,2.8
P299,2025,PHASEOUT,NewYork,2019,0,0,1,2,4,3,3,0.2
P305,2025,PHASEOUT,NewYork,2016,0,0,1,3,2,2,3,2.6
P306,2025,EXPANSION,NewYork,2017,0,0,1,3,2,2,3,0.3
P310,2025,PHASEOUT,NewYork,2021,0,1,1,4,4,1,3,2.2
P311,2025,ESTABLISHED,NewYork,2021,0,0,1,4,4,1,3,5.2
P312,2025,INTRODUCTION,NewYork,2023,0,0,1,4,4,2,3,0
P313,2025,INTRODUCTION,NewYork,2023,0,0,1,4,4,2,3,0
P315,2025,EXPANSION,NewYork,2022,0,0,1,5,4,2,3,0.2
P318,2025,ESTABLISHED,NewYork,2013,0,0,1,2,4,3,3,7.8
P320,2025,PHASEOUT,NewYork,2020,0,0,1,2,3,3,3,11.7
P324,2025,ESTABLISHED,NewYork,2021,0,0,1,5,3,3,3,5.1
P325,2025,EXPANSION,NewYork,2022,1,0,1,5,3,3,3,1
P326,2025,EXPANSION,NewYork,2022,1,0,1,5,3,3,3,0.9
P331,2025,ESTABLISHED,NewYork,2021,0,0,1,,4,2,3,1.9
P336,2025,PHASEOUT,NewYork,2016,0,0,1,5,3,1,3,0.6
P337,2025,EXPANSION,NewYork,2016,0,0,1,5,3,1,3,0.2
P1,2021,ESTABLISHED,California,2006,0,0,0,1,4,5,4,23.5
P6,2021,EXPANSION,California,2018,0,0,1,2,3,2,3,4.3
P9,2021,EXPANSION,California,2018,0,0,1,3,4,3,3,1
P11,2021,EXPANSION,California,2018,0,0,1,4,4,2,3,0.4
P12,2021,EXPANSION,California,2018,0,0,1,4,4,2,3,0.5
P14,2021,PHASEOUT,California,2013,0,0,1,5,3,1,3,11.3
P15,2021,PHASEOUT,California,2015,0,0,1,5,3,1,3,6.6
P18,2021,INTRODUCTION,California,2019,0,0,1,3,4,1,3,0
P19,2021,INTRODUCTION,California,2019,0,0,1,3,4,1,3,0
P22,2021,PHASEOUT,California,2016,0,0,1,5,2,1,3,0.2
P25,2021,ESTABLISHED,California,2014,0,0,1,5,3,1,3,0.9
P26,2021,ESTABLISHED,California,2014,0,0,1,5,3,1,3,2
P32,2021,EXPANSION,California,2018,0,0,1,3,4,1,3,1.5
P33,2021,ESTABLISHED,California,2018,0,0,1,3,4,1,3,0.5
P40,2021,INTRODUCTION,California,2019,0,0,1,3,5,1,3,0.2
P41,2021,INTRODUCTION,California,2019,0,0,1,3,5,1,3,0.4
P49,2021,ESTABLISHED,California,2014,0,0,1,5,4,1,3,1
P50,2021,ESTABLISHED,California,2014,0,0,1,5,4,1,3,0.2
P51,2021,INTRODUCTION,California,2019,0,0,1,1,3,3,3,0
P52,2021,EXPANSION,California,2018,0,0,1,5,4,1,4,1
P53,2021,EXPANSION,California,2017,0,0,1,5,4,1,4,0.5
P58,2021,PHASEOUT,California,2016,0,0,1,3,3,2,4,0.2
P60,2021,EXPANSION,California,2018,0,0,1,4,2,2,4,2.1
P61,2021,EXPANSION,California,2018,0,0,1,4,2,2,4,1.6
P65,2021,ESTABLISHED,California,2016,0,0,1,1,1,5,4,10.5
P66,2021,PHASEOUT,California,2014,0,0,1,1,5,4,4,0.4
P70,2021,PHASEOUT,California,2018,0,0,1,2,2,3,4,0.2
P74,2021,ESTABLISHED,California,2014,0,0,1,4,1,1,4,0.2
P80,2021,PHASEOUT,California,2014,0,0,1,2,4,5,4,2
P90,2021,ESTABLISHED,California,2017,0,0,1,3,5,4,4,0.1
P98,2021,PHASEOUT,California,2017,0,0,1,3,4,2,4,2
P99,2021,PHASEOUT,California,2017,0,0,1,3,4,2,4,3.7
P102,2021,ESTABLISHED,California,2018,0,0,1,3,4,4,4,1
P105,2021,EXPANSION,California,2018,0,0,1,5,4,3,4,0.7
P106,2021,PHASEOUT,California,2018,0,0,1,5,4,3,4,0.5
P110,2021,EXPANSION,California,2018,0,0,1,3,4,3,4,0.7
P118,2021,PHASEOUT,California,2012,0,0,1,5,5,2,4,1.3
P119,2021,PHASEOUT,California,2011,0,0,0,5,5,2,4,0.3
P124,2021,INTRODUCTION,California,2019,0,0,1,3,4,1,4,1.7
P125,2021,INTRODUCTION,California,2019,0,0,1,3,4,1,4,0.2
P127,2021,ESTABLISHED,California,2013,0,0,1,2,3,3,4,0.3
P132,2021,INTRODUCTION,California,2019,0,0,1,2,3,2,4,0.6
P155,2021,INTRODUCTION,California,2019,0,0,1,2,4,3,4,3.3
P156,2021,ESTABLISHED,California,2016,0,0,1,2,5,2,4,9
P159,2021,EXPANSION,California,2017,0,0,1,2,5,2,4,3.3
P163,2021,PHASEOUT,California,2016,0,0,1,2,5,4,4,0.7
P167,2021,EXPANSION,California,2018,0,0,1,4,4,4,4,0.5
P169,2021,INTRODUCTION,California,2019,0,0,1,4,4,4,4,0.9
P179,2021,PHASEOUT,California,2018,0,0,1,4,4,4,4,0.7
P181,2021,ESTABLISHED,California,2017,0,0,1,3,3,3,4,6.4
P192,2021,INTRODUCTION,California,2019,0,0,1,5,4,3,4,2.1
P197,2021,EXPANSION,California,2018,0,0,1,2,5,3,4,3
P201,2021,INTRODUCTION,California,2019,0,0,1,3,4,3,4,1.5
P208,2021,INTRODUCTION,California,2019,0,0,1,4,4,4,4,0.4
P212,2021,PHASEOUT,California,2014,0,0,1,3,5,4,4,4.9
P218,2021,ESTABLISHED,California,2016,0,0,1,4,3,5,5,21
P219,2021,ESTABLISHED,California,2016,0,0,1,4,3,5,5,9.9
P221,2021,EXPANSION,California,2017,0,0,1,3,3,4,5,3.3
P222,2021,EXPANSION,California,2018,0,0,1,3,3,4,5,2
P224,2021,ESTABLISHED,California,2016,0,0,1,3,4,2,5,15
P228,2021,EXPANSION,California,2018,0,0,1,3,3,4,5,0.2
P230,2021,INTRODUCTION,California,2019,0,0,1,3,5,3,5,1.6
P233,2021,ESTABLISHED,California,2017,0,0,1,2,5,5,5,33.7
P236,2021,EXPANSION,California,2017,0,0,0,2,4,1,1,0.1
P238,2021,ESTABLISHED,California,2018,0,0,1,3,3,1,1,1
P240,2021,PHASEOUT,California,2016,0,0,0,3,4,1,1,3.6
P243,2021,PHASEOUT,California,2018,0,0,1,2,3,1,1,0
P244,2021,EXPANSION,California,2017,0,0,0,2,5,1,1,0.3
P246,2021,EXPANSION,California,2016,0,0,1,3,4,1,1,0.9
P247,2021,EXPANSION,California,2018,0,0,1,3,4,1,1,0.4
P252,2021,EXPANSION,California,2018,0,0,1,3,3,3,1,1.1
P253,2021,PHASEOUT,California,2018,0,0,1,2,5,1,1,0
P254,2021,EXPANSION,California,2013,0,0,1,2,2,2,1,0.6
P255,2021,PHASEOUT,California,2016,0,0,0,2,2,1,1,2.9
P257,2021,ESTABLISHED,California,2016,0,0,1,2,2,1,2,1.4
P261,2021,EXPANSION,California,2018,0,0,1,3,2,2,2,0.8
P262,2021,INTRODUCTION,California,2019,0,0,1,3,2,2,2,1.5
P265,2021,INTRODUCTION,California,2019,0,0,1,3,4,1,2,0.9
P266,2021,PHASEOUT,California,2013,0,0,1,4,3,3,2,2.8
P269,2021,EXPANSION,California,2018,0,0,1,3,3,4,2,0.2
P270,2021,PHASEOUT,California,2018,0,0,0,3,3,4,2,0.2
P271,2021,INTRODUCTION,California,2019,0,0,1,2,2,2,2,0.2
P274,2021,EXPANSION,California,2018,0,0,1,2,5,1,2,0.6
P281,2021,PHASEOUT,California,2013,0,0,1,3,3,1,2,6
P282,2021,PHASEOUT,California,2017,0,0,1,3,3,1,2,2.5
P286,2021,INTRODUCTION,California,2019,0,0,1,4,4,2,2,0.5
P287,2021,INTRODUCTION,California,2019,0,0,1,4,4,2,2,0.7
P290,2021,INTRODUCTION,California,2019,0,0,1,2,4,3,2,0.5
P291,2021,INTRODUCTION,California,2019,0,0,1,2,4,3,2,0.1
P293,2021,ESTABLISHED,California,2017,0,0,1,3,2,3,2,8.5
P297,2021,EXPANSION,California,2017,0,0,1,3,5,3,3,2.8
P301,2021,INTRODUCTION,California,2019,0,0,1,3,4,3,3,0.4
P305,2021,ESTABLISHED,California,2016,0,0,1,3,2,2,3,1.5
P306,2021,EXPANSION,California,2017,0,0,1,3,2,2,3,0.2
P308,2021,INTRODUCTION,California,2019,0,0,1,3,4,2,3,0.3
P317,2021,EXPANSION,California,2018,0,0,1,3,4,2,3,0.9
P319,2021,INTRODUCTION,California,2019,0,0,1,4,1,3,3,0
P329,2021,ESTABLISHED,California,2018,0,0,1,3,4,1,3,0.3
P330,2021,EXPANSION,California,2018,0,0,1,3,4,1,3,0
P336,2021,ESTABLISHED,California,2016,0,0,1,5,3,1,3,13.4
P337,2021,EXPANSION,California,2016,0,0,1,5,3,1,3,12.6
P1,2022,EXPANSION,California,2006,0,0,0,1,4,5,4,23
P6,2022,ESTABLISHED,California,2018,0,0,1,2,3,2,3,5.2
P7,2022,INTRODUCTION,California,2020,0,0,1,5,1,3,3,1.6
P8,2022,INTRODUCTION,California,2020,0,0,1,5,1,3,3,1.2
P9,2022,ESTABLISHED,California,2018,0,0,1,3,4,3,3,1.3
P10,2022,INTRODUCTION,California,2020,0,0,0,4,4,2,3,1.1
P11,2022,EXPANSION,California,2018,0,0,1,4,4,2,3,0.1
P12,2022,EXPANSION,California,2018,0,0,1,4,4,2,3,0.6
P14,2022,PHASEOUT,California,2013,0,0,1,5,3,1,3,9.5
P15,2022,PHASEOUT,California,2015,0,0,1,5,3,1,3,4.1
P19,2022,EXPANSION,California,2019,0,0,1,3,4,1,3,0
